Station ID,Latitude,Longitude,Address,Charger Type,Cost (USD/kWh),Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency,Station Utilization (%),Distance to Nearest Station (km),Demand Score,Coverage Score,Congestion Risk,Expansion Priority Index,Expansion Recommendation,EV Growth (%),Charging Sessions,Revenue,Queue Length,Average Charging Time (min),City,EV Population,Expansion Priority
EVS03474,19.02116,72.93138,"2342 Mumbai Ave, Mumbai",2,0.1,0,12.24,92,2,150,"CHAdeMO, Type 2",2014,0,4.4,6,Monthly,61.33333333333333,12.24,77.25714285714285,38.800000000000004,High,75.32285714285713,Build New Fast Charging Station,22,123,1845.0,6,35,Mumbai,5033,1
EVS03475,37.754121,-122.398772,"5449 San Francisco Ave, San Francisco",0,0.11,0,11.67,94,0,350,CHAdeMO,2015,0,3.6,2,Annually,62.66666666666667,11.67,95.8,41.65,High,82.24249999999999,Build New Fast Charging Station,40,105,4042.5000000000005,6,25,San Francisco,39211,1
EVS03476,-23.600624,-46.613746,"2658 São Paulo Ave, São Paulo",0,0.45,1,11.0,51,4,22,Type 2,2022,0,3.5,9,Annually,34.0,11.0,37.58571428571428,44.99999999999999,Low,47.03428571428571,Monitor Demand,39,101,999.9000000000001,3,22,São Paulo,18373,0
EVS03477,37.838866,-122.449403,"1033 San Francisco Ave, San Francisco",0,0.25,1,18.31,78,2,350,"Type 2, CCS",2021,1,4.2,10,Quarterly,52.0,18.31,84.59999999999998,8.450000000000003,Medium,85.38249999999998,Build New Fast Charging Station,12,80,7000.0,5,33,San Francisco,4744,1
EVS03478,13.732233,100.563204,"7190 Bangkok Ave, Bangkok",2,0.27,2,0.68,75,1,22,"Tesla, CHAdeMO",2012,1,3.6,9,Annually,50.0,0.68,54.38571428571428,96.6,Medium,41.69428571428572,Monitor Demand,39,106,629.64,5,85,Bangkok,25995,1
EVS03479,-23.606862,-46.625695,"9416 São Paulo Ave, São Paulo",0,0.45,1,1.63,52,3,50,"Type 2, CCS",2013,0,3.8,8,Annually,34.66666666666667,1.63,40.68571428571428,91.85,Low,32.12678571428572,Monitor Demand,15,21,472.50000000000006,3,86,São Paulo,17977,0
EVS03480,25.317496,55.301454,"6937 Dubai Ave, Dubai",2,0.45,2,8.1,28,3,22,Tesla,2010,0,4.3,7,Quarterly,18.666666666666668,8.1,21.485714285714288,59.5,Very Low,29.769285714285715,No Immediate Action,38,50,495.0,2,50,Dubai,33402,0
EVS03481,47.845237,119.345253,"773 Random Rd, City 27, Country",2,0.44,1,9.74,53,1,150,"Type 2, CHAdeMO",2018,1,4.3,6,Annually,35.333333333333336,9.74,49.957142857142856,51.300000000000004,Low,50.277857142857144,Upgrade Existing Station,17,52,3432.0,4,52,Country,35542,0
EVS03482,34.131263,-118.25465,"8918 Los Angeles Ave, Los Angeles",2,0.34,1,15.71,93,1,22,Tesla,2016,0,4.2,4,Quarterly,62.0,15.71,66.9857142857143,21.449999999999992,High,77.53678571428573,Build New Fast Charging Station,42,99,740.5200000000001,6,20,Los Angeles,11651,1
EVS03483,-23.591798,-46.503501,"5094 São Paulo Ave, São Paulo",0,0.25,0,3.91,30,3,350,"Tesla, CHAdeMO",2012,1,3.6,5,Annually,20.0,3.91,51.0,80.45,Very Low,34.74250000000001,Monitor Demand,26,30,2625.0,2,63,São Paulo,34703,0
EVS03484,43.797931,-79.404707,"7591 Toronto Ave, Toronto",2,0.11,2,4.15,11,0,350,"CCS, Type 2",2014,1,4.7,1,Monthly,7.333333333333333,4.15,37.7,79.25,Very Low,25.0925,No Immediate Action,20,147,5659.500000000001,1,34,Toronto,14395,0
EVS03485,41.869944,-87.636746,"4579 Chicago Ave, Chicago",2,0.26,1,19.06,48,4,50,"CHAdeMO, Type 2",2021,0,3.3,8,Monthly,32.0,19.06,37.885714285714286,4.700000000000005,Low,60.50928571428571,Upgrade Existing Station,22,147,1911.0,3,56,Chicago,30808,0
EVS03486,-33.894155,18.511234,"1964 Cape Town Ave, Cape Town",2,0.34,1,1.47,25,1,150,Tesla,2017,1,3.1,10,Monthly,16.666666666666664,1.47,30.357142857142854,92.65,Very Low,20.96535714285714,No Immediate Action,20,50,2550.0,2,46,Cape Town,37576,0
EVS03487,52.434133,13.338575,"5748 Berlin Ave, Berlin",2,0.24,0,10.05,19,4,22,"Type 2, CCS",2010,0,3.9,4,Monthly,12.666666666666668,10.05,15.185714285714283,49.74999999999999,Very Low,28.411785714285713,No Immediate Action,40,145,765.5999999999999,1,67,Berlin,17715,0
EVS03488,13.768587,100.480953,"4078 Bangkok Ave, Bangkok",0,0.24,1,3.66,77,1,150,"Type 2, CCS",2020,0,3.1,1,Monthly,51.33333333333333,3.66,66.75714285714285,81.69999999999999,Medium,52.35785714285714,Upgrade Existing Station,37,66,2376.0,5,46,Bangkok,45409,1
EVS03489,-33.734048,18.531621,"4667 Cape Town Ave, Cape Town",1,0.38,1,0.99,18,4,22,Tesla,2020,1,4.7,5,Quarterly,12.0,0.99,14.485714285714286,95.05,Very Low,12.026785714285715,No Immediate Action,15,126,1053.3600000000001,1,31,Cape Town,25306,0
EVS03490,52.435345,13.323088,"4639 Berlin Ave, Berlin",2,0.16,0,16.9,39,3,150,CHAdeMO,2020,1,3.3,4,Annually,26.0,16.9,40.15714285714285,15.500000000000004,Very Low,55.38785714285714,Upgrade Existing Station,25,38,912.0,3,86,Berlin,20086,0
EVS03491,-40.027366,-173.514583,"7355 Random Rd, City 213, Country",0,0.29,0,13.63,89,3,350,"Type 2, Tesla",2021,1,3.5,10,Quarterly,59.333333333333336,13.63,92.30000000000001,31.85,High,83.02250000000001,Build New Fast Charging Station,13,100,10149.999999999998,6,49,Country,15376,1
EVS03492,43.691348,-79.337165,"5366 Toronto Ave, Toronto",1,0.2,2,19.39,27,3,150,"CHAdeMO, CCS",2020,0,3.2,4,Monthly,18.0,19.39,31.757142857142856,3.049999999999997,Very Low,53.385357142857146,Upgrade Existing Station,44,142,4260.0,2,85,Toronto,6889,0
EVS03493,34.174741,-118.265728,"3220 Los Angeles Ave, Los Angeles",0,0.36,0,19.87,55,3,350,"Tesla, Type 2",2019,0,4.9,4,Monthly,36.666666666666664,19.87,68.5,0.649999999999995,Low,75.9225,Build New Fast Charging Station,35,126,15876.0,4,26,Los Angeles,38822,0
EVS03494,-33.897157,151.235251,"1156 Sydney Ave, Sydney",1,0.33,2,11.11,14,0,22,"CHAdeMO, CCS",2021,1,4.8,1,Quarterly,9.333333333333334,11.11,11.685714285714285,44.45,Very Low,27.61678571428571,No Immediate Action,21,68,493.68,1,53,Sydney,37636,0
EVS03495,19.45489,-99.199876,"1584 Mexico City Ave, Mexico City",0,0.48,2,9.72,88,1,350,CHAdeMO,2011,1,3.3,10,Monthly,58.666666666666664,9.72,91.6,51.4,High,75.64999999999999,Build New Fast Charging Station,20,92,15455.999999999998,6,51,Mexico City,21584,1
EVS03496,13.741894,100.490355,"2190 Bangkok Ave, Bangkok",0,0.23,1,16.92,30,2,22,CCS,2016,1,4.5,6,Quarterly,20.0,16.92,22.885714285714283,15.399999999999991,Very Low,46.26428571428572,Monitor Demand,46,69,349.14000000000004,2,58,Bangkok,35610,0
EVS03497,55.723473,37.596146,"7957 Moscow Ave, Moscow",0,0.41,2,16.55,65,0,350,Tesla,2013,0,4.6,2,Annually,43.333333333333336,16.55,75.49999999999999,17.25,Medium,75.4125,Build New Fast Charging Station,34,100,14350.0,4,62,Moscow,11058,1
EVS03498,39.940935,116.487201,"9252 Beijing Ave, Beijing",1,0.37,1,11.79,24,3,50,"Tesla, CCS",2017,1,3.7,2,Annually,16.0,11.79,21.085714285714282,41.05000000000001,Very Low,35.06678571428571,Monitor Demand,27,114,2109.0,2,62,Beijing,10101,0
EVS03499,41.85709,-87.726145,"2932 Chicago Ave, Chicago",1,0.22,0,15.07,91,2,22,"Type 2, Tesla",2012,0,4.5,2,Monthly,60.66666666666667,15.07,65.58571428571429,24.649999999999995,High,75.35678571428572,Build New Fast Charging Station,28,31,150.04000000000002,6,22,Chicago,13497,1
EVS03500,34.141448,-118.36356,"739 Los Angeles Ave, Los Angeles",1,0.38,0,16.38,70,3,22,"CCS, Tesla",2017,1,4.6,4,Annually,46.666666666666664,16.38,50.88571428571428,18.100000000000005,Medium,66.51928571428572,Upgrade Existing Station,32,42,351.12,5,65,Los Angeles,5658,1
EVS03501,52.294718,-133.12395,"2088 Random Rd, City 348, Country",1,0.33,1,8.34,21,1,50,CHAdeMO,2015,1,3.7,7,Quarterly,14.000000000000002,8.34,18.985714285714284,58.3,Very Low,27.439285714285717,No Immediate Action,47,73,1204.5,1,51,Country,12381,0
EVS03502,13.731879,100.532678,"8254 Bangkok Ave, Bangkok",2,0.18,2,5.21,87,1,50,CCS,2022,1,3.4,7,Quarterly,57.99999999999999,5.21,65.18571428571428,73.95,High,56.94178571428571,Upgrade Existing Station,27,137,1233.0,6,62,Bangkok,41312,1
EVS03503,25.298728,55.307143,"4384 Dubai Ave, Dubai",2,0.27,1,5.0,36,3,50,"CCS, CHAdeMO",2014,0,3.5,9,Quarterly,24.0,5.0,29.485714285714288,75.0,Very Low,29.544285714285714,No Immediate Action,35,78,1053.0,2,22,Dubai,41486,0
EVS03504,-33.798788,18.498125,"3829 Cape Town Ave, Cape Town",0,0.39,0,0.93,78,2,350,CHAdeMO,2018,0,4.9,6,Quarterly,52.0,0.93,84.59999999999998,95.35,Medium,54.967499999999994,Upgrade Existing Station,15,22,3003.0,5,82,Cape Town,47619,1
EVS03505,18.977503,72.880835,"4318 Mumbai Ave, Mumbai",0,0.1,0,9.26,30,3,350,Tesla,2020,0,4.3,7,Annually,20.0,9.26,51.0,53.7,Very Low,44.105,Monitor Demand,13,77,2695.0,2,59,Mumbai,18154,0
EVS03506,39.930918,116.35319,"9524 Beijing Ave, Beijing",0,0.43,2,5.01,53,3,150,"CCS, CHAdeMO",2010,1,4.1,8,Quarterly,35.333333333333336,5.01,49.957142857142856,74.95,Low,42.00035714285714,Monitor Demand,38,76,4902.0,4,37,Beijing,20539,0
EVS03507,55.843678,37.536772,"6422 Moscow Ave, Moscow",2,0.29,1,6.22,86,0,350,Tesla,2019,1,4.4,6,Annually,57.333333333333336,6.22,90.19999999999999,68.9,High,68.465,Upgrade Existing Station,43,109,11063.5,6,86,Moscow,12777,1
EVS03508,43.620643,-79.483866,"6693 Toronto Ave, Toronto",1,0.25,2,6.34,89,3,350,"CCS, Type 2",2015,1,4.0,2,Monthly,59.333333333333336,6.34,92.30000000000001,68.30000000000001,High,70.265,Upgrade Existing Station,26,74,6475.0,6,81,Toronto,35396,1
EVS03509,55.894965,37.505718,"8445 Moscow Ave, Moscow",1,0.22,2,15.16,47,3,22,"CHAdeMO, Tesla",2019,1,4.4,9,Annually,31.333333333333336,15.16,34.78571428571428,24.2,Low,52.194285714285705,Upgrade Existing Station,25,64,309.76,3,29,Moscow,31373,0
EVS03510,19.599936,-99.092215,"3383 Mexico City Ave, Mexico City",0,0.29,2,6.92,76,3,50,"Tesla, Type 2",2020,0,4.0,2,Annually,50.66666666666667,6.92,57.48571428571427,65.4,Medium,54.104285714285716,Upgrade Existing Station,11,20,290.0,5,71,Mexico City,34154,1
EVS03511,-54.07591,159.464693,"9433 Random Rd, City 277, Country",0,0.38,1,4.41,50,0,50,"Type 2, CHAdeMO",2018,1,3.1,3,Monthly,33.33333333333333,4.41,39.285714285714285,77.95,Low,35.931785714285716,Monitor Demand,43,40,760.0,3,65,Country,7031,0
EVS03512,25.292342,55.260593,"8340 Dubai Ave, Dubai",1,0.41,2,6.21,78,3,350,"Type 2, Tesla",2016,1,3.7,2,Quarterly,52.0,6.21,84.59999999999998,68.95,Medium,64.2075,Upgrade Existing Station,17,40,5739.999999999999,5,74,Dubai,28997,1
EVS03513,55.707226,37.616074,"3606 Moscow Ave, Moscow",2,0.37,2,14.7,48,0,150,"CHAdeMO, Type 2",2020,1,4.7,9,Monthly,32.0,14.7,46.457142857142856,26.5,Low,56.307857142857145,Upgrade Existing Station,22,71,3940.5,3,65,Moscow,7439,0
EVS03514,-33.884133,151.39572,"3355 Sydney Ave, Sydney",1,0.43,2,14.65,34,4,22,"Type 2, Tesla",2019,0,4.2,6,Quarterly,22.666666666666664,14.65,25.685714285714283,26.749999999999996,Very Low,44.41178571428572,Monitor Demand,17,101,955.46,2,79,Sydney,23785,0
EVS03515,19.142204,72.981566,"9674 Mumbai Ave, Mumbai",2,0.13,1,9.81,96,4,150,"CHAdeMO, Tesla",2010,0,3.5,5,Monthly,64.0,9.81,80.05714285714285,50.949999999999996,High,73.19035714285714,Upgrade Existing Station,39,86,1677.0,6,45,Mumbai,14392,1
EVS03516,13.874426,100.414052,"2871 Bangkok Ave, Bangkok",1,0.29,0,10.74,78,3,150,"CCS, CHAdeMO",2016,1,4.6,8,Monthly,52.0,10.74,67.45714285714286,46.3,Medium,65.27785714285714,Upgrade Existing Station,41,132,5741.999999999999,5,46,Bangkok,29669,1
EVS03517,13.743879,100.46301,"4561 Bangkok Ave, Bangkok",2,0.27,0,15.88,21,1,150,Type 2,2019,0,3.4,3,Monthly,14.000000000000002,15.88,27.557142857142857,20.599999999999994,Very Low,44.06285714285714,Monitor Demand,45,63,2551.5000000000005,1,57,Bangkok,29939,0
EVS03518,55.738497,37.592008,"1670 Moscow Ave, Moscow",0,0.11,0,9.49,82,0,350,"Type 2, CCS",2020,1,4.0,6,Annually,54.666666666666664,9.49,87.39999999999999,52.55,High,72.0675,Upgrade Existing Station,39,29,1116.5,5,41,Moscow,3282,1
EVS03519,19.013018,72.993463,"8871 Mumbai Ave, Mumbai",0,0.15,2,12.43,69,4,22,Type 2,2015,0,3.0,9,Monthly,46.0,12.43,50.185714285714276,37.85000000000001,Medium,59.076785714285705,Upgrade Existing Station,10,83,273.9,5,45,Mumbai,35624,1
EVS03520,41.836028,-87.705468,"277 Chicago Ave, Chicago",0,0.43,1,14.07,26,4,350,Tesla,2017,1,3.2,8,Annually,17.333333333333336,14.07,48.199999999999996,29.65,Very Low,50.402499999999996,Upgrade Existing Station,48,88,13243.999999999998,2,88,Chicago,49438,0
EVS03521,-44.018847,-5.989441,"5306 Random Rd, City 65, Country",1,0.48,0,14.91,28,3,22,Type 2,2018,0,3.6,2,Annually,18.666666666666668,14.91,21.485714285714288,25.449999999999996,Very Low,41.68678571428572,Monitor Demand,26,87,918.7199999999999,2,54,Country,25364,0
EVS03522,41.917806,-87.772095,"8092 Chicago Ave, Chicago",1,0.1,0,4.88,26,2,350,"CCS, CHAdeMO",2020,0,4.8,3,Quarterly,17.333333333333336,4.88,48.199999999999996,75.6,Very Low,34.32,Monitor Demand,29,47,1645.0,2,85,Chicago,2998,0
EVS03523,19.52076,-99.024615,"3336 Mexico City Ave, Mexico City",2,0.5,1,6.23,77,4,350,"Type 2, Tesla",2018,0,4.8,3,Annually,51.33333333333333,6.23,83.89999999999999,68.85,Medium,63.712500000000006,Upgrade Existing Station,33,135,23625.0,5,70,Mexico City,32705,1
EVS03524,19.024475,72.809206,"5979 Mumbai Ave, Mumbai",2,0.29,2,7.0,50,1,22,Tesla,2022,0,3.7,9,Quarterly,33.33333333333333,7.0,36.885714285714286,65.0,Low,39.504285714285714,Monitor Demand,31,70,446.5999999999999,3,37,Mumbai,39244,0
EVS03525,55.726902,37.536898,"9288 Moscow Ave, Moscow",0,0.45,2,13.39,90,1,150,"Type 2, Tesla",2014,1,3.2,5,Annually,60.0,13.39,75.85714285714286,33.050000000000004,High,76.27535714285713,Build New Fast Charging Station,38,23,1552.5,6,62,Moscow,10428,1
EVS03526,39.929554,116.278117,"1099 Beijing Ave, Beijing",2,0.42,2,16.69,48,3,150,"Type 2, Tesla",2012,0,4.4,6,Quarterly,32.0,16.69,46.457142857142856,16.549999999999997,Low,59.79035714285714,Upgrade Existing Station,31,98,6173.999999999999,3,31,Beijing,38437,0
EVS03527,-33.832777,151.354147,"1174 Sydney Ave, Sydney",2,0.45,1,14.26,72,3,22,Tesla,2014,0,4.7,2,Quarterly,48.0,14.26,52.28571428571429,28.700000000000003,Medium,63.869285714285716,Upgrade Existing Station,18,36,356.4,5,22,Sydney,13336,1
EVS03528,19.424593,-99.045374,"8239 Mexico City Ave, Mexico City",0,0.43,0,9.27,42,3,22,"CCS, Tesla",2015,0,4.9,7,Annually,28.000000000000004,9.27,31.285714285714285,53.65,Low,39.236785714285716,Monitor Demand,46,127,1201.42,3,26,Mexico City,10342,0
EVS03529,34.190048,-118.33456,"6975 Los Angeles Ave, Los Angeles",0,0.41,2,14.13,54,4,50,"CCS, CHAdeMO",2019,1,4.6,7,Monthly,36.0,14.13,42.08571428571429,29.349999999999998,Low,55.06178571428572,Upgrade Existing Station,19,93,1906.4999999999998,4,25,Los Angeles,40832,0
EVS03530,55.713687,37.680215,"3352 Moscow Ave, Moscow",0,0.18,1,7.3,81,3,150,Type 2,2010,1,4.9,4,Quarterly,54.0,7.3,69.55714285714285,63.5,High,60.847857142857144,Upgrade Existing Station,45,42,1134.0,5,64,Moscow,8446,1
EVS03531,-16.292528,-80.31434,"5851 Random Rd, City 458, Country",2,0.48,1,2.32,16,4,150,CHAdeMO,2023,1,4.7,7,Quarterly,10.666666666666668,2.32,24.057142857142853,88.4,Very Low,17.68285714285714,No Immediate Action,46,37,2663.9999999999995,1,58,Country,39392,0
EVS03532,-23.535516,-46.573737,"5081 São Paulo Ave, São Paulo",0,0.27,0,17.51,63,3,350,CCS,2019,0,3.7,5,Quarterly,42.0,17.51,74.1,12.449999999999994,Medium,76.0325,Build New Fast Charging Station,37,148,13986.0,4,70,São Paulo,8461,1
EVS03533,41.951938,-87.684121,"4408 Chicago Ave, Chicago",0,0.25,2,11.94,86,2,22,Tesla,2012,1,3.3,3,Annually,57.333333333333336,11.94,62.08571428571429,40.300000000000004,High,67.22928571428571,Upgrade Existing Station,37,54,297.0,6,28,Chicago,35587,1
EVS03534,55.770851,37.537777,"3820 Moscow Ave, Moscow",0,0.41,2,2.99,75,4,50,"Type 2, CHAdeMO",2023,0,4.8,5,Quarterly,50.0,2.99,56.78571428571427,85.05,Medium,46.69678571428571,Monitor Demand,30,83,1701.5,5,42,Moscow,11516,1
EVS03535,37.717854,-122.316041,"726 San Francisco Ave, San Francisco",1,0.21,0,14.09,89,4,150,"Tesla, CCS",2020,0,3.8,2,Annually,59.333333333333336,14.09,75.15714285714286,29.549999999999997,High,76.97035714285715,Build New Fast Charging Station,33,78,2457.0,6,31,San Francisco,14749,1
EVS03536,-33.838847,151.202929,"5424 Sydney Ave, Sydney",0,0.49,1,6.14,65,2,50,Type 2,2011,1,3.4,5,Annually,43.333333333333336,6.14,49.785714285714285,69.30000000000001,Medium,46.90928571428571,Monitor Demand,49,20,490.00000000000006,4,81,Sydney,18514,1
EVS03537,41.912255,-87.726818,"2090 Chicago Ave, Chicago",0,0.38,0,16.24,60,2,50,CCS,2018,1,4.0,1,Quarterly,40.0,16.24,46.285714285714285,18.800000000000004,Medium,61.93428571428571,Upgrade Existing Station,11,86,1634.0,4,59,Chicago,36426,1
EVS03538,25.211851,55.399676,"995 Dubai Ave, Dubai",0,0.16,1,16.17,59,3,50,"Type 2, CCS",2022,0,3.1,1,Quarterly,39.33333333333333,16.17,45.58571428571428,19.149999999999988,Low,61.28178571428572,Upgrade Existing Station,17,56,448.00000000000006,4,73,Dubai,37268,0
EVS03539,-23.699557,-46.612232,"9649 São Paulo Ave, São Paulo",1,0.31,2,16.86,12,4,350,CCS,2016,0,3.0,4,Quarterly,8.0,16.86,38.4,15.700000000000003,Very Low,47.865,Monitor Demand,36,48,5208.0,1,26,São Paulo,25950,0
EVS03540,43.682239,-79.404997,"8821 Toronto Ave, Toronto",0,0.33,2,14.51,63,3,350,"CHAdeMO, CCS",2011,1,4.2,6,Monthly,42.0,14.51,74.1,27.449999999999996,Medium,70.7825,Upgrade Existing Station,31,108,12474.0,4,36,Toronto,35888,1
EVS03541,36.194788,83.57719,"8191 Random Rd, City 324, Country",0,0.2,0,18.4,44,0,50,Type 2,2022,1,4.8,5,Quarterly,29.333333333333332,18.4,35.08571428571429,8.000000000000007,Low,57.23428571428572,Upgrade Existing Station,46,119,1190.0,3,69,Country,37788,0
EVS03542,37.870451,-122.307303,"6978 San Francisco Ave, San Francisco",0,0.45,2,1.79,52,1,350,Type 2,2013,0,4.8,5,Quarterly,34.66666666666667,1.79,66.39999999999999,91.05,Low,42.6925,Monitor Demand,36,141,22207.5,3,43,San Francisco,11213,0
EVS03543,25.325704,55.334282,"1830 Dubai Ave, Dubai",1,0.43,2,12.31,67,3,350,Tesla,2013,1,3.9,9,Monthly,44.666666666666664,12.31,76.89999999999999,38.449999999999996,Medium,69.0525,Upgrade Existing Station,38,109,16404.5,4,21,Dubai,37027,1
EVS03544,-33.763669,18.444801,"9687 Cape Town Ave, Cape Town",0,0.42,1,5.02,24,3,50,"CHAdeMO, Tesla",2014,0,3.3,10,Monthly,16.0,5.02,21.085714285714282,74.9,Very Low,23.21928571428571,No Immediate Action,12,33,693.0,2,52,Cape Town,29011,0
EVS03545,41.804813,-87.683725,"4779 Chicago Ave, Chicago",1,0.27,2,13.03,55,3,350,"CHAdeMO, Tesla",2021,1,3.1,10,Annually,36.666666666666664,13.03,68.5,34.85,Low,63.952500000000015,Upgrade Existing Station,22,104,9828.0,4,40,Chicago,43849,0
EVS03546,-33.808577,18.492591,"4618 Cape Town Ave, Cape Town",0,0.2,1,13.19,23,0,350,Tesla,2018,1,3.3,1,Annually,15.333333333333332,13.19,46.099999999999994,34.050000000000004,Very Low,47.272499999999994,Monitor Demand,19,40,2800.0,2,72,Cape Town,35591,0
EVS03547,55.799857,37.67954,"2188 Moscow Ave, Moscow",0,0.34,0,7.55,84,0,50,CCS,2022,0,5.0,2,Monthly,56.00000000000001,7.55,63.085714285714275,62.25000000000001,High,59.44678571428571,Upgrade Existing Station,45,45,765.0,6,65,Moscow,18858,1
EVS03548,52.467267,13.412643,"3581 Berlin Ave, Berlin",0,0.41,2,8.49,54,3,22,CCS,2014,0,4.7,3,Annually,36.0,8.49,39.68571428571428,57.550000000000004,Low,44.23178571428571,Monitor Demand,18,60,541.1999999999999,4,64,Berlin,19626,0
EVS03549,39.827042,116.319329,"2405 Beijing Ave, Beijing",0,0.47,1,7.84,14,4,350,Type 2,2018,1,4.2,5,Annually,9.333333333333334,7.84,39.800000000000004,60.8,Very Low,33.14,Monitor Demand,36,141,23194.5,1,28,Beijing,14467,0
EVS03550,43.752499,-79.356382,"2462 Toronto Ave, Toronto",0,0.49,2,16.64,55,3,50,CHAdeMO,2016,0,3.0,6,Annually,36.666666666666664,16.64,42.785714285714285,16.799999999999994,Low,59.98428571428571,Upgrade Existing Station,43,57,1396.5,4,25,Toronto,40758,0
EVS03551,67.716284,103.489222,"7989 Random Rd, City 182, Country",2,0.42,0,11.29,84,2,22,Type 2,2018,1,3.3,9,Quarterly,56.00000000000001,11.29,60.68571428571429,43.55,High,65.03178571428572,Upgrade Existing Station,10,107,988.68,6,70,Country,4134,1
EVS03552,41.993522,-87.727834,"9637 Chicago Ave, Chicago",0,0.46,2,19.56,61,1,350,CHAdeMO,2018,1,4.8,3,Annually,40.666666666666664,19.56,72.7,2.200000000000002,Medium,78.56,Build New Fast Charging Station,41,30,4830.0,4,54,Chicago,17743,1
EVS03553,43.656312,-79.446386,"6925 Toronto Ave, Toronto",1,0.39,2,1.82,39,1,350,CHAdeMO,2015,0,3.9,10,Annually,26.0,1.82,57.3,90.9,Very Low,35.85499999999999,Monitor Demand,34,48,6552.0,3,72,Toronto,16434,0
EVS03554,41.941471,-87.601688,"6165 Chicago Ave, Chicago",1,0.44,2,10.2,21,1,22,Tesla,2010,1,4.1,6,Monthly,14.000000000000002,10.2,16.585714285714285,49.0,Very Low,29.73428571428571,No Immediate Action,38,79,764.7199999999999,1,38,Chicago,48775,0
EVS03555,43.740974,-79.397989,"5618 Toronto Ave, Toronto",2,0.25,0,2.27,73,2,22,"CHAdeMO, CCS",2014,0,3.3,9,Annually,48.66666666666667,2.27,52.985714285714295,88.64999999999999,Medium,43.41678571428572,Monitor Demand,16,80,440.0,5,88,Toronto,11233,1
EVS03556,19.463746,-99.087437,"7843 Mexico City Ave, Mexico City",0,0.2,2,2.09,30,0,50,Tesla,2015,1,3.2,7,Monthly,20.0,2.09,25.285714285714285,89.55,Very Low,21.271785714285713,No Immediate Action,12,41,410.00000000000006,2,44,Mexico City,2141,0
EVS03557,19.488486,-99.149934,"8274 Mexico City Ave, Mexico City",2,0.21,2,15.52,51,0,22,Tesla,2010,1,4.4,10,Monthly,34.0,15.52,37.58571428571428,22.4,Low,54.94428571428571,Upgrade Existing Station,29,97,448.14000000000004,3,30,Mexico City,19019,0
EVS03558,13.840893,100.501768,"451 Bangkok Ave, Bangkok",2,0.47,2,6.78,93,2,50,Type 2,2021,1,3.7,2,Quarterly,62.0,6.78,69.38571428571429,66.10000000000001,High,62.869285714285716,Upgrade Existing Station,29,132,3102.0,6,36,Bangkok,21384,1
EVS03559,19.198579,72.857018,"5639 Mumbai Ave, Mumbai",2,0.45,2,15.81,30,2,350,Tesla,2021,0,3.5,8,Annually,20.0,15.81,51.0,20.950000000000003,Very Low,55.567499999999995,Upgrade Existing Station,39,142,22365.0,2,55,Mumbai,43903,0
EVS03560,43.746289,-79.49434,"6871 Toronto Ave, Toronto",0,0.4,0,18.33,51,0,350,CCS,2020,0,3.1,2,Monthly,34.0,18.33,65.7,8.350000000000012,Low,71.10749999999999,Upgrade Existing Station,44,63,8820.000000000002,3,40,Toronto,46734,0
EVS03561,86.982698,96.29512,"8624 Random Rd, City 213, Country",1,0.39,0,19.06,69,2,150,Type 2,2013,1,4.2,1,Monthly,46.0,19.06,61.157142857142844,4.700000000000005,Medium,75.06785714285714,Build New Fast Charging Station,44,116,6786.0,5,37,Country,37129,1
EVS03562,13.794478,100.486558,"7938 Bangkok Ave, Bangkok",1,0.42,0,18.63,74,3,50,"Type 2, CHAdeMO",2020,1,3.7,2,Monthly,49.333333333333336,18.63,56.08571428571428,6.8500000000000005,Medium,73.53678571428573,Upgrade Existing Station,48,96,2016.0,5,79,Bangkok,23967,1
EVS03563,37.842358,-122.305145,"4137 San Francisco Ave, San Francisco",2,0.29,0,13.28,34,0,350,Type 2,2019,1,3.2,1,Monthly,22.666666666666664,13.28,53.800000000000004,33.60000000000001,Very Low,53.26,Upgrade Existing Station,36,74,7510.999999999999,2,37,San Francisco,41603,0
EVS03564,18.912933,72.930129,"2997 Mumbai Ave, Mumbai",0,0.24,0,4.19,19,3,50,Tesla,2021,1,4.2,9,Monthly,12.666666666666668,4.19,17.585714285714282,79.05,Very Low,19.11678571428571,No Immediate Action,35,70,840.0,1,20,Mumbai,12172,0
EVS03565,13.752703,100.426052,"6845 Bangkok Ave, Bangkok",1,0.33,0,4.26,16,0,50,CHAdeMO,2018,0,3.8,7,Monthly,10.666666666666668,4.26,15.485714285714284,78.7,Very Low,17.64928571428571,No Immediate Action,23,121,1996.5,1,33,Bangkok,17390,0
EVS03566,-33.841334,18.529736,"1123 Cape Town Ave, Cape Town",2,0.1,2,5.86,37,4,50,"CHAdeMO, CCS",2015,0,4.6,6,Quarterly,24.666666666666668,5.86,30.185714285714287,70.7,Very Low,31.57928571428571,Monitor Demand,26,48,240.00000000000003,2,27,Cape Town,4267,0
EVS03567,-33.853413,151.261013,"2775 Sydney Ave, Sydney",0,0.29,2,15.42,51,0,22,CHAdeMO,2020,0,3.3,5,Annually,34.0,15.42,37.58571428571428,22.9,Low,54.7692857142857,Upgrade Existing Station,27,88,561.4399999999999,3,85,Sydney,40332,0
