Station ID,Latitude,Longitude,Address,Charger Type,Cost (USD/kWh),Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency
EVS03670,19.132352,72.969868,"2331 Mumbai Ave, Mumbai",AC Level 2,0.37,24/7,16.82,70,ChargePoint,150,"CHAdeMO, CCS",2013,No,4.3,6,Quarterly
EVS03671,-1.423696,25.802269,"3991 Random Rd, City 95, Country",AC Level 1,0.31,24/7,18.16,99,Ionity,150,CHAdeMO,2018,Yes,3.8,9,Monthly
EVS03672,52.457374,13.352514,"2243 Berlin Ave, Berlin",AC Level 2,0.27,24/7,6.45,23,Greenlots,50,"Type 2, Tesla",2020,No,4.3,2,Monthly
EVS03673,37.830266,-122.447099,"8134 San Francisco Ave, San Francisco",AC Level 2,0.2,24/7,7.73,44,Greenlots,50,"Tesla, CCS",2022,No,4.0,7,Annually
EVS03674,-33.828991,151.360631,"6972 Sydney Ave, Sydney",AC Level 2,0.36,6:00-22:00,1.08,84,Greenlots,150,"CCS, CHAdeMO",2019,No,4.9,10,Annually
EVS03675,19.553494,-99.023781,"8374 Mexico City Ave, Mexico City",AC Level 1,0.21,9:00-18:00,6.35,83,Greenlots,150,"Tesla, Type 2",2019,Yes,4.1,8,Monthly
EVS03676,25.228351,55.27277,"3725 Dubai Ave, Dubai",AC Level 1,0.21,9:00-18:00,6.78,59,EVgo,50,"Tesla, CCS",2016,No,4.2,1,Monthly
EVS03677,25.322176,55.247639,"5097 Dubai Ave, Dubai",AC Level 2,0.15,9:00-18:00,8.73,96,ChargePoint,22,"Tesla, CCS",2018,Yes,3.8,5,Annually
EVS03678,-33.859111,18.492957,"3879 Cape Town Ave, Cape Town",AC Level 1,0.15,6:00-22:00,10.17,55,Tesla,50,CHAdeMO,2018,No,4.9,5,Annually
EVS03679,13.714519,100.501663,"3579 Bangkok Ave, Bangkok",AC Level 2,0.19,9:00-18:00,11.13,86,Greenlots,22,"CCS, Tesla",2018,No,3.4,3,Annually
EVS03680,-23.514125,-46.501463,"7337 São Paulo Ave, São Paulo",DC Fast Charger,0.19,24/7,7.96,23,Tesla,150,Type 2,2019,Yes,3.3,6,Annually
EVS03681,-38.034347,-134.854418,"3106 Random Rd, City 200, Country",AC Level 1,0.44,6:00-22:00,15.31,30,ChargePoint,50,"Tesla, CCS",2016,Yes,4.6,9,Monthly
EVS03682,41.883325,-87.681064,"6454 Chicago Ave, Chicago",AC Level 1,0.36,9:00-18:00,3.65,82,Greenlots,50,"Type 2, Tesla",2023,Yes,4.0,1,Monthly
EVS03683,37.514729,126.994419,"3746 Seoul Ave, Seoul",DC Fast Charger,0.39,6:00-22:00,5.55,36,Tesla,350,CHAdeMO,2016,Yes,3.0,3,Monthly
EVS03684,37.773389,-122.410282,"7229 San Francisco Ave, San Francisco",DC Fast Charger,0.49,24/7,15.52,21,Tesla,50,CCS,2023,Yes,3.0,5,Annually
EVS03685,55.7057,37.628296,"4056 Moscow Ave, Moscow",AC Level 2,0.41,9:00-18:00,11.72,62,Tesla,22,"Tesla, Type 2",2019,Yes,3.7,3,Annually
EVS03686,19.447035,-99.127456,"7839 Mexico City Ave, Mexico City",AC Level 2,0.17,24/7,2.0,17,Tesla,350,Type 2,2016,Yes,4.8,3,Quarterly
EVS03687,19.087799,72.994202,"5857 Mumbai Ave, Mumbai",DC Fast Charger,0.3,9:00-18:00,17.62,36,EVgo,150,Tesla,2015,No,4.5,9,Quarterly
EVS03688,-33.890995,18.449797,"2812 Cape Town Ave, Cape Town",AC Level 2,0.18,24/7,16.62,14,Greenlots,150,CHAdeMO,2010,No,4.8,1,Annually
EVS03689,37.856115,-122.391155,"9679 San Francisco Ave, San Francisco",DC Fast Charger,0.16,9:00-18:00,15.27,97,ChargePoint,22,Tesla,2021,No,3.9,1,Monthly
EVS03690,18.906324,72.805745,"6298 Mumbai Ave, Mumbai",DC Fast Charger,0.49,9:00-18:00,6.19,88,Greenlots,150,Type 2,2010,Yes,4.0,1,Quarterly
EVS03691,-84.785423,142.811336,"6377 Random Rd, City 488, Country",DC Fast Charger,0.15,9:00-18:00,12.42,89,ChargePoint,22,"CCS, Type 2",2011,Yes,4.5,10,Annually
EVS03692,-33.739424,18.486641,"7748 Cape Town Ave, Cape Town",AC Level 1,0.16,6:00-22:00,9.58,81,EVgo,150,Tesla,2017,No,3.2,7,Annually
EVS03693,55.766631,37.630365,"8707 Moscow Ave, Moscow",AC Level 2,0.11,24/7,11.89,38,Tesla,150,CCS,2022,Yes,4.5,9,Monthly
EVS03694,55.897052,37.681522,"2164 Moscow Ave, Moscow",AC Level 1,0.45,6:00-22:00,19.12,28,EVgo,350,Type 2,2011,Yes,4.2,4,Monthly
EVS03695,25.294951,55.31963,"2079 Dubai Ave, Dubai",DC Fast Charger,0.44,6:00-22:00,12.6,48,ChargePoint,150,"Type 2, Tesla",2013,No,4.6,10,Annually
EVS03696,-33.755391,151.26332,"3808 Sydney Ave, Sydney",AC Level 1,0.1,24/7,2.25,33,Tesla,350,"CCS, CHAdeMO",2015,Yes,3.2,5,Monthly
EVS03697,13.895264,100.490406,"9315 Bangkok Ave, Bangkok",AC Level 2,0.45,9:00-18:00,17.77,96,Ionity,150,Type 2,2012,No,3.8,10,Quarterly
EVS03698,25.302935,55.386103,"9050 Dubai Ave, Dubai",AC Level 2,0.19,6:00-22:00,18.64,87,Greenlots,22,"Type 2, Tesla",2011,No,3.9,1,Quarterly
EVS03699,55.737492,37.567798,"3294 Moscow Ave, Moscow",AC Level 2,0.24,24/7,18.43,78,EVgo,150,Tesla,2015,Yes,3.5,5,Monthly
EVS03700,-33.826708,18.47032,"6872 Cape Town Ave, Cape Town",AC Level 1,0.13,9:00-18:00,9.39,18,Greenlots,350,"Tesla, Type 2",2014,Yes,4.0,5,Quarterly
EVS03701,61.37953,-151.121796,"8592 Random Rd, City 405, Country",AC Level 2,0.36,24/7,3.43,38,ChargePoint,22,CCS,2022,Yes,3.4,10,Quarterly
EVS03702,19.501424,-99.144706,"6985 Mexico City Ave, Mexico City",AC Level 1,0.35,24/7,16.76,11,EVgo,150,"CCS, Tesla",2017,Yes,4.2,9,Quarterly
EVS03703,-33.830667,18.428247,"6246 Cape Town Ave, Cape Town",AC Level 2,0.38,24/7,13.67,88,EVgo,350,"Type 2, CCS",2013,Yes,4.1,1,Quarterly
EVS03704,37.859543,-122.408275,"7894 San Francisco Ave, San Francisco",AC Level 2,0.28,6:00-22:00,7.71,78,Ionity,22,"CCS, Tesla",2020,Yes,3.4,5,Monthly
EVS03705,13.741573,100.55671,"1448 Bangkok Ave, Bangkok",AC Level 2,0.48,9:00-18:00,19.38,49,Greenlots,350,"Tesla, CHAdeMO",2014,No,3.1,8,Annually
EVS03706,37.754275,-122.429929,"4505 San Francisco Ave, San Francisco",DC Fast Charger,0.28,24/7,7.27,95,Ionity,150,Tesla,2010,Yes,3.1,1,Annually
EVS03707,-33.775687,151.248988,"4188 Sydney Ave, Sydney",AC Level 1,0.27,24/7,2.03,95,Greenlots,350,"Type 2, CHAdeMO",2022,No,4.2,3,Monthly
EVS03708,41.993209,-87.767846,"2662 Chicago Ave, Chicago",AC Level 1,0.12,24/7,5.89,63,EVgo,22,"Tesla, Type 2",2016,No,3.8,1,Annually
EVS03709,41.920395,-87.696469,"4009 Chicago Ave, Chicago",DC Fast Charger,0.25,6:00-22:00,13.77,71,EVgo,22,"Type 2, CHAdeMO",2021,No,3.6,6,Quarterly
EVS03710,-33.800005,151.393665,"4470 Sydney Ave, Sydney",AC Level 1,0.42,6:00-22:00,13.69,26,Ionity,150,"Tesla, CCS",2019,Yes,4.3,7,Monthly
EVS03711,22.272513,165.88046,"498 Random Rd, City 206, Country",DC Fast Charger,0.26,24/7,1.28,71,Ionity,50,"Tesla, Type 2",2016,No,4.5,3,Monthly
EVS03712,-23.599209,-46.608901,"8590 São Paulo Ave, São Paulo",AC Level 1,0.41,9:00-18:00,17.31,83,Greenlots,50,"CCS, Type 2",2021,No,3.5,4,Monthly
EVS03713,18.974612,72.975988,"7812 Mumbai Ave, Mumbai",AC Level 2,0.11,9:00-18:00,1.06,32,ChargePoint,50,Tesla,2015,No,3.2,10,Annually
EVS03714,37.619944,127.083496,"2172 Seoul Ave, Seoul",AC Level 1,0.37,9:00-18:00,4.73,69,Greenlots,22,"Tesla, CHAdeMO",2015,No,3.4,7,Quarterly
EVS03715,52.462635,13.341069,"4319 Berlin Ave, Berlin",AC Level 2,0.34,6:00-22:00,16.79,13,Ionity,150,"CCS, CHAdeMO",2019,Yes,3.2,4,Annually
EVS03716,19.115592,72.839837,"6594 Mumbai Ave, Mumbai",AC Level 1,0.18,9:00-18:00,13.75,44,Tesla,50,"CHAdeMO, Type 2",2011,No,4.6,5,Quarterly
EVS03717,39.921195,116.283781,"7451 Beijing Ave, Beijing",DC Fast Charger,0.24,9:00-18:00,6.46,18,Greenlots,22,"CHAdeMO, CCS",2014,No,4.9,1,Monthly
EVS03718,13.832372,100.574708,"8676 Bangkok Ave, Bangkok",DC Fast Charger,0.22,6:00-22:00,9.66,36,Greenlots,50,"CHAdeMO, Type 2",2018,Yes,4.3,5,Quarterly
EVS03719,-33.757769,151.21188,"6696 Sydney Ave, Sydney",DC Fast Charger,0.2,9:00-18:00,5.74,31,Tesla,22,Tesla,2011,Yes,4.7,7,Annually
EVS03720,19.552191,-99.032562,"7136 Mexico City Ave, Mexico City",DC Fast Charger,0.28,9:00-18:00,10.97,43,Tesla,50,CCS,2012,No,3.8,2,Annually
EVS03721,49.474423,165.257598,"1383 Random Rd, City 468, Country",AC Level 2,0.25,24/7,14.46,25,ChargePoint,22,CCS,2020,No,4.9,1,Monthly
EVS03722,18.932593,72.84115,"4459 Mumbai Ave, Mumbai",DC Fast Charger,0.16,24/7,0.96,15,ChargePoint,350,Tesla,2010,No,3.6,5,Annually
EVS03723,-33.759027,151.237984,"172 Sydney Ave, Sydney",AC Level 2,0.13,24/7,4.06,92,Greenlots,350,"CHAdeMO, Type 2",2013,No,4.0,5,Quarterly
EVS03724,37.685225,127.054681,"1945 Seoul Ave, Seoul",AC Level 1,0.15,6:00-22:00,16.4,72,Greenlots,50,CHAdeMO,2010,No,3.6,7,Quarterly
EVS03725,37.653424,126.972858,"4002 Seoul Ave, Seoul",AC Level 1,0.26,6:00-22:00,7.06,99,Greenlots,22,CHAdeMO,2023,Yes,4.6,8,Monthly
EVS03726,19.536037,-99.054827,"3185 Mexico City Ave, Mexico City",AC Level 1,0.34,9:00-18:00,15.4,33,EVgo,150,"Type 2, Tesla",2011,Yes,3.0,1,Monthly
EVS03727,-23.583719,-46.607918,"9850 São Paulo Ave, São Paulo",AC Level 1,0.32,9:00-18:00,12.96,70,ChargePoint,22,"Type 2, CCS",2013,Yes,3.5,10,Annually
EVS03728,41.811446,-87.663442,"7866 Chicago Ave, Chicago",DC Fast Charger,0.16,24/7,1.17,61,Greenlots,22,Tesla,2015,Yes,3.8,5,Monthly
EVS03729,39.9423,116.394533,"7990 Beijing Ave, Beijing",AC Level 1,0.38,6:00-22:00,15.53,37,Ionity,350,"CHAdeMO, CCS",2014,Yes,3.4,5,Annually
EVS03730,37.747525,-122.400366,"9059 San Francisco Ave, San Francisco",DC Fast Charger,0.24,6:00-22:00,5.67,95,Tesla,50,"Type 2, Tesla",2021,Yes,4.7,6,Annually
EVS03731,-72.344133,-52.680918,"3459 Random Rd, City 411, Country",DC Fast Charger,0.45,9:00-18:00,18.18,58,Greenlots,150,"Type 2, CHAdeMO",2022,Yes,4.1,3,Annually
EVS03732,52.449962,13.306482,"6167 Berlin Ave, Berlin",DC Fast Charger,0.13,24/7,0.84,99,EVgo,50,CHAdeMO,2023,No,3.3,7,Quarterly
EVS03733,39.904732,116.389363,"2581 Beijing Ave, Beijing",AC Level 2,0.32,6:00-22:00,13.48,35,Tesla,22,"Tesla, Type 2",2013,Yes,3.7,1,Annually
EVS03734,18.911805,72.874897,"749 Mumbai Ave, Mumbai",AC Level 1,0.16,24/7,9.64,33,Tesla,150,Tesla,2012,No,3.4,6,Annually
EVS03735,19.40277,-99.147765,"5628 Mexico City Ave, Mexico City",DC Fast Charger,0.29,9:00-18:00,16.99,23,Tesla,150,"Tesla, CCS",2014,Yes,3.2,4,Annually
EVS03736,37.870909,-122.386852,"2397 San Francisco Ave, San Francisco",DC Fast Charger,0.31,6:00-22:00,6.51,98,EVgo,150,"Type 2, CCS",2013,Yes,4.7,6,Annually
EVS03737,-33.80505,18.405717,"6795 Cape Town Ave, Cape Town",AC Level 2,0.39,6:00-22:00,3.34,19,Greenlots,350,"CCS, CHAdeMO",2021,No,3.5,7,Quarterly
EVS03738,34.096238,-118.27239,"1879 Los Angeles Ave, Los Angeles",AC Level 1,0.23,24/7,3.86,68,ChargePoint,22,"Tesla, CHAdeMO",2021,No,4.7,8,Annually
EVS03739,19.487282,-99.070212,"370 Mexico City Ave, Mexico City",AC Level 2,0.18,9:00-18:00,9.1,44,ChargePoint,22,"CCS, Tesla",2019,Yes,4.5,5,Quarterly
EVS03740,13.767963,100.523121,"8228 Bangkok Ave, Bangkok",AC Level 1,0.15,6:00-22:00,9.08,89,Tesla,22,"Tesla, CHAdeMO",2022,Yes,3.2,8,Quarterly
EVS03741,-69.451331,-69.533304,"5851 Random Rd, City 99, Country",DC Fast Charger,0.39,9:00-18:00,13.18,27,Tesla,22,"Type 2, CHAdeMO",2021,Yes,3.5,6,Monthly
EVS03742,37.835733,-122.488627,"3197 San Francisco Ave, San Francisco",AC Level 1,0.28,9:00-18:00,9.38,41,EVgo,22,"CHAdeMO, CCS",2011,No,4.1,6,Annually
EVS03743,41.945979,-87.607004,"313 Chicago Ave, Chicago",AC Level 2,0.29,9:00-18:00,4.57,67,ChargePoint,350,CCS,2018,Yes,3.1,4,Monthly
EVS03744,-33.852088,18.541154,"804 Cape Town Ave, Cape Town",AC Level 1,0.23,6:00-22:00,5.35,89,Ionity,150,Tesla,2014,No,3.4,6,Monthly
EVS03745,37.642342,127.048816,"9328 Seoul Ave, Seoul",DC Fast Charger,0.1,9:00-18:00,13.05,26,EVgo,22,Tesla,2013,Yes,5.0,8,Monthly
EVS03746,41.962492,-87.605325,"1716 Chicago Ave, Chicago",AC Level 2,0.31,24/7,9.18,18,Greenlots,50,"Type 2, CCS",2020,Yes,3.5,5,Monthly
EVS03747,52.523372,13.406281,"2760 Berlin Ave, Berlin",AC Level 1,0.11,6:00-22:00,17.9,28,ChargePoint,22,"CHAdeMO, Type 2",2012,No,3.1,1,Monthly
EVS03748,13.745519,100.598225,"5042 Bangkok Ave, Bangkok",AC Level 2,0.44,9:00-18:00,9.55,73,EVgo,50,"CHAdeMO, CCS",2020,Yes,3.4,4,Monthly
EVS03749,-23.507807,-46.58514,"8815 São Paulo Ave, São Paulo",DC Fast Charger,0.22,24/7,17.51,65,Greenlots,350,"CCS, Tesla",2014,No,3.3,10,Annually
EVS03750,52.594423,13.379244,"623 Berlin Ave, Berlin",AC Level 1,0.27,6:00-22:00,0.58,99,ChargePoint,22,Type 2,2013,Yes,4.8,5,Quarterly
EVS03751,-79.91469,158.669716,"1333 Random Rd, City 390, Country",AC Level 2,0.18,9:00-18:00,5.21,92,Tesla,150,Tesla,2012,No,4.6,3,Quarterly
EVS03752,52.492268,13.458025,"8050 Berlin Ave, Berlin",AC Level 1,0.42,24/7,18.58,94,EVgo,50,"CHAdeMO, CCS",2017,No,4.0,7,Annually
EVS03753,39.880166,116.448421,"1222 Beijing Ave, Beijing",AC Level 1,0.21,9:00-18:00,3.5,43,Ionity,50,CCS,2020,No,3.9,5,Annually
EVS03754,37.685963,126.984559,"127 Seoul Ave, Seoul",DC Fast Charger,0.33,9:00-18:00,2.13,16,EVgo,150,"Type 2, CCS",2017,No,3.9,10,Annually
EVS03755,18.989565,72.823154,"3579 Mumbai Ave, Mumbai",AC Level 2,0.49,24/7,16.93,88,ChargePoint,50,Type 2,2015,No,5.0,4,Monthly
EVS03756,52.434627,13.457093,"3671 Berlin Ave, Berlin",DC Fast Charger,0.24,6:00-22:00,2.21,61,EVgo,50,CCS,2023,Yes,3.7,1,Monthly
EVS03757,13.804575,100.532304,"6953 Bangkok Ave, Bangkok",DC Fast Charger,0.49,24/7,8.61,11,Tesla,150,Tesla,2013,No,3.7,1,Monthly
EVS03758,-23.639913,-46.516688,"6856 São Paulo Ave, São Paulo",DC Fast Charger,0.11,9:00-18:00,1.14,93,EVgo,50,CCS,2020,No,4.6,4,Quarterly
EVS03759,37.853987,-122.399349,"1146 San Francisco Ave, San Francisco",AC Level 1,0.15,9:00-18:00,7.67,64,ChargePoint,50,Tesla,2015,No,3.9,7,Annually
EVS03760,37.802303,-122.31834,"8335 San Francisco Ave, San Francisco",AC Level 2,0.3,6:00-22:00,16.83,98,Ionity,350,"Tesla, CHAdeMO",2015,Yes,3.3,8,Quarterly
EVS03761,-3.220694,-115.729543,"2688 Random Rd, City 244, Country",DC Fast Charger,0.18,9:00-18:00,3.66,99,EVgo,150,CCS,2010,No,3.8,5,Quarterly
EVS03762,25.261927,55.286002,"8333 Dubai Ave, Dubai",AC Level 1,0.17,9:00-18:00,5.59,64,ChargePoint,50,"Tesla, CCS",2010,Yes,3.1,7,Monthly
EVS03763,39.96402,116.497473,"5085 Beijing Ave, Beijing",AC Level 1,0.3,6:00-22:00,19.29,61,Tesla,150,CCS,2015,Yes,3.6,1,Monthly
EVS03764,39.90572,116.386833,"7439 Beijing Ave, Beijing",AC Level 1,0.48,6:00-22:00,4.51,43,Ionity,150,CCS,2021,No,4.0,8,Annually
EVS03765,52.542644,13.338059,"4475 Berlin Ave, Berlin",DC Fast Charger,0.24,24/7,14.03,86,Ionity,50,CHAdeMO,2020,No,3.7,7,Annually
EVS03766,-23.600669,-46.678843,"587 São Paulo Ave, São Paulo",AC Level 2,0.24,6:00-22:00,19.59,90,Greenlots,150,CHAdeMO,2023,No,4.7,2,Annually
EVS03767,39.869364,116.246025,"1925 Beijing Ave, Beijing",AC Level 1,0.18,24/7,17.62,20,Ionity,50,CCS,2022,No,3.5,7,Monthly
EVS03768,13.701202,100.404531,"723 Bangkok Ave, Bangkok",AC Level 2,0.16,6:00-22:00,6.92,55,Greenlots,150,CHAdeMO,2010,Yes,4.7,9,Quarterly
EVS03769,34.024685,-118.296503,"8472 Los Angeles Ave, Los Angeles",AC Level 2,0.12,24/7,3.13,94,Tesla,150,"CCS, Type 2",2012,Yes,3.9,8,Monthly
EVS03770,25.287034,55.342241,"5767 Dubai Ave, Dubai",AC Level 2,0.19,9:00-18:00,11.56,89,ChargePoint,350,"CCS, Tesla",2011,No,4.0,9,Annually
EVS03771,-33.856273,-134.372112,"1983 Random Rd, City 310, Country",DC Fast Charger,0.29,9:00-18:00,2.33,29,Tesla,22,"Type 2, Tesla",2017,No,4.1,8,Annually
EVS03772,52.524809,13.404789,"9660 Berlin Ave, Berlin",AC Level 2,0.2,6:00-22:00,12.4,17,Greenlots,350,"CCS, CHAdeMO",2013,Yes,3.2,5,Annually
EVS03773,18.989921,72.873022,"3558 Mumbai Ave, Mumbai",AC Level 1,0.19,24/7,2.36,18,Ionity,150,"CHAdeMO, Type 2",2019,Yes,3.1,10,Annually
EVS03774,34.187408,-118.369169,"9394 Los Angeles Ave, Los Angeles",AC Level 1,0.36,6:00-22:00,6.16,16,Ionity,150,CHAdeMO,2017,Yes,3.2,3,Quarterly
EVS03775,43.731889,-79.436679,"17 Toronto Ave, Toronto",DC Fast Charger,0.13,24/7,9.16,85,Tesla,150,"CCS, CHAdeMO",2014,Yes,4.9,2,Annually
EVS03776,37.770929,-122.485893,"3855 San Francisco Ave, San Francisco",AC Level 1,0.23,24/7,17.86,87,Ionity,150,"CCS, Tesla",2012,No,4.5,2,Annually
EVS03777,43.617447,-79.452611,"5243 Toronto Ave, Toronto",AC Level 1,0.3,9:00-18:00,16.26,24,Tesla,22,Tesla,2021,No,4.8,3,Quarterly
EVS03778,19.407774,-99.127469,"5460 Mexico City Ave, Mexico City",AC Level 2,0.44,6:00-22:00,4.27,93,Greenlots,50,"Tesla, CHAdeMO",2019,Yes,4.9,8,Annually
EVS03779,-33.816109,151.330208,"5302 Sydney Ave, Sydney",AC Level 2,0.13,6:00-22:00,11.0,73,Greenlots,22,"CHAdeMO, CCS",2016,Yes,4.7,9,Monthly
EVS03780,39.859279,116.383811,"4667 Beijing Ave, Beijing",AC Level 1,0.23,24/7,4.88,70,Greenlots,350,"CHAdeMO, CCS",2012,Yes,3.9,10,Annually
EVS03781,71.352525,81.70305,"8842 Random Rd, City 435, Country",DC Fast Charger,0.26,6:00-22:00,4.9,15,Ionity,22,"Type 2, Tesla",2013,Yes,4.0,10,Annually
EVS03782,52.51599,13.356195,"4486 Berlin Ave, Berlin",AC Level 1,0.21,24/7,1.37,24,Tesla,150,"Type 2, Tesla",2010,Yes,4.7,2,Monthly
EVS03783,55.813129,37.606332,"2214 Moscow Ave, Moscow",AC Level 2,0.29,24/7,2.95,81,EVgo,150,"Type 2, Tesla",2015,No,3.3,8,Quarterly
EVS03784,19.539022,-99.07256,"5132 Mexico City Ave, Mexico City",AC Level 1,0.27,6:00-22:00,1.29,54,ChargePoint,350,Type 2,2010,Yes,4.6,3,Monthly
EVS03785,13.803182,100.506743,"5202 Bangkok Ave, Bangkok",AC Level 1,0.29,9:00-18:00,8.13,79,ChargePoint,350,CCS,2016,No,4.2,8,Quarterly
EVS03786,18.997803,72.889269,"7976 Mumbai Ave, Mumbai",AC Level 2,0.25,6:00-22:00,14.84,52,Greenlots,150,"CHAdeMO, Tesla",2023,No,3.6,1,Monthly
EVS03787,52.523816,13.323954,"2804 Berlin Ave, Berlin",AC Level 1,0.42,24/7,18.34,90,ChargePoint,22,"CHAdeMO, Type 2",2017,Yes,3.8,3,Monthly
EVS03788,-33.785047,151.252793,"7599 Sydney Ave, Sydney",AC Level 2,0.14,6:00-22:00,6.89,55,EVgo,50,Tesla,2012,Yes,3.3,2,Quarterly
EVS03789,-23.504115,-46.587861,"6101 São Paulo Ave, São Paulo",AC Level 1,0.4,24/7,16.3,90,Ionity,50,"Tesla, Type 2",2021,Yes,3.2,4,Annually
EVS03790,19.519918,-99.146888,"7836 Mexico City Ave, Mexico City",DC Fast Charger,0.43,6:00-22:00,0.75,34,Greenlots,150,"CHAdeMO, Tesla",2016,No,4.4,2,Quarterly
EVS03791,80.25115,-93.966758,"5991 Random Rd, City 235, Country",DC Fast Charger,0.21,6:00-22:00,4.7,50,Greenlots,150,"Tesla, Type 2",2022,Yes,3.0,10,Monthly
EVS03792,25.20906,55.351125,"9944 Dubai Ave, Dubai",AC Level 1,0.43,24/7,3.64,100,Tesla,22,Tesla,2021,Yes,3.2,5,Quarterly
EVS03793,34.171446,-118.240824,"7914 Los Angeles Ave, Los Angeles",AC Level 2,0.3,24/7,4.88,86,Greenlots,22,"CHAdeMO, CCS",2012,No,3.3,3,Quarterly
EVS03794,-33.779831,18.534909,"4971 Cape Town Ave, Cape Town",AC Level 2,0.12,24/7,12.69,100,Ionity,22,CHAdeMO,2011,No,3.2,6,Quarterly
EVS03795,37.662466,126.978863,"7765 Seoul Ave, Seoul",DC Fast Charger,0.12,9:00-18:00,11.95,18,Tesla,22,Type 2,2016,Yes,4.4,6,Annually
EVS03796,55.821496,37.619754,"7566 Moscow Ave, Moscow",AC Level 1,0.26,24/7,1.09,10,Ionity,22,"CHAdeMO, Type 2",2020,No,4.4,3,Monthly
EVS03797,19.109929,72.984152,"6482 Mumbai Ave, Mumbai",AC Level 2,0.43,24/7,7.93,29,ChargePoint,22,"Tesla, Type 2",2010,Yes,4.9,9,Monthly
EVS03798,13.837729,100.574511,"9838 Bangkok Ave, Bangkok",DC Fast Charger,0.11,9:00-18:00,16.24,99,ChargePoint,22,"CCS, CHAdeMO",2011,No,3.9,7,Monthly
EVS03799,-33.788873,151.256227,"4488 Sydney Ave, Sydney",DC Fast Charger,0.31,6:00-22:00,18.81,38,EVgo,50,CCS,2016,No,4.9,8,Annually
EVS03800,39.870688,116.339215,"9907 Beijing Ave, Beijing",AC Level 1,0.23,6:00-22:00,7.31,60,Ionity,50,Tesla,2023,Yes,3.8,4,Monthly
EVS03801,-77.87382,-32.827369,"5816 Random Rd, City 417, Country",AC Level 2,0.36,24/7,10.64,59,ChargePoint,22,"CCS, Tesla",2022,Yes,3.6,3,Monthly
EVS03802,37.716642,-122.384792,"2368 San Francisco Ave, San Francisco",AC Level 2,0.17,6:00-22:00,15.76,27,Tesla,22,"Type 2, Tesla",2019,No,4.6,9,Annually
EVS03803,25.275602,55.243237,"8474 Dubai Ave, Dubai",AC Level 2,0.23,9:00-18:00,1.03,56,Ionity,350,Type 2,2020,No,3.5,10,Monthly
EVS03804,25.338118,55.372903,"32 Dubai Ave, Dubai",AC Level 2,0.45,24/7,10.76,21,Greenlots,50,"Tesla, CHAdeMO",2019,Yes,4.1,4,Quarterly
EVS03805,-33.773098,151.31576,"9637 Sydney Ave, Sydney",AC Level 2,0.17,9:00-18:00,0.87,25,Ionity,50,"Type 2, CCS",2013,No,4.2,7,Annually
EVS03806,43.708516,-79.442482,"2927 Toronto Ave, Toronto",AC Level 2,0.15,24/7,8.97,54,Greenlots,50,"CCS, CHAdeMO",2017,Yes,4.6,9,Annually
EVS03807,34.029728,-118.209462,"9012 Los Angeles Ave, Los Angeles",AC Level 2,0.1,9:00-18:00,1.85,35,EVgo,50,CCS,2021,No,4.2,3,Annually
EVS03808,55.711381,37.569135,"2978 Moscow Ave, Moscow",AC Level 1,0.15,6:00-22:00,3.36,60,Ionity,50,"Type 2, CHAdeMO",2016,No,4.5,3,Quarterly
EVS03809,19.464026,-99.09282,"243 Mexico City Ave, Mexico City",DC Fast Charger,0.4,9:00-18:00,1.47,30,Greenlots,150,Tesla,2015,No,3.3,4,Quarterly
EVS03810,39.920282,116.39686,"1961 Beijing Ave, Beijing",DC Fast Charger,0.45,6:00-22:00,18.88,23,EVgo,350,"Type 2, CHAdeMO",2014,No,3.9,5,Monthly
EVS03811,-88.977849,42.804699,"9242 Random Rd, City 330, Country",AC Level 2,0.29,9:00-18:00,14.88,55,Ionity,50,CCS,2022,No,4.4,3,Monthly
EVS03812,25.220967,55.394633,"9438 Dubai Ave, Dubai",AC Level 2,0.32,9:00-18:00,12.28,30,Greenlots,150,Tesla,2022,No,3.7,1,Quarterly
EVS03813,39.966154,116.416819,"1314 Beijing Ave, Beijing",AC Level 1,0.17,9:00-18:00,8.13,13,Tesla,350,Type 2,2018,Yes,4.3,3,Quarterly
EVS03814,37.761474,-122.441451,"7906 San Francisco Ave, San Francisco",AC Level 1,0.14,9:00-18:00,11.38,74,Tesla,150,Tesla,2015,No,3.8,2,Monthly
EVS03815,41.851003,-87.669627,"2509 Chicago Ave, Chicago",AC Level 2,0.45,6:00-22:00,1.06,73,EVgo,350,"CHAdeMO, CCS",2022,Yes,4.8,8,Monthly
EVS03816,19.102573,72.912946,"7609 Mumbai Ave, Mumbai",DC Fast Charger,0.35,6:00-22:00,10.43,96,Ionity,22,"CHAdeMO, Tesla",2013,No,4.7,4,Monthly
EVS03817,52.442949,13.35906,"185 Berlin Ave, Berlin",AC Level 2,0.14,6:00-22:00,15.07,88,ChargePoint,50,Type 2,2019,Yes,3.1,10,Quarterly
EVS03818,41.933434,-87.648625,"6118 Chicago Ave, Chicago",DC Fast Charger,0.46,9:00-18:00,9.58,26,Greenlots,150,"Tesla, CCS",2011,Yes,3.2,1,Monthly
EVS03819,52.441133,13.340746,"8379 Berlin Ave, Berlin",DC Fast Charger,0.26,6:00-22:00,4.64,24,Tesla,350,CCS,2016,Yes,3.3,9,Annually
